,Partícula,Sensor
1213,ausente,nao detectou
1214,presente,detectou
1215,ausente,nao detectou
1216,ausente,nao detectou
1217,ausente,nao detectou
1218,ausente,nao detectou
1219,ausente,nao detectou
1220,ausente,nao detectou
1221,presente,detectou
1222,ausente,nao detectou
1223,ausente,nao detectou
1224,ausente,nao detectou
1225,presente,nao detectou
1226,ausente,nao detectou
1227,ausente,nao detectou
1228,ausente,detectou
1229,ausente,nao detectou
1230,ausente,nao detectou
1231,ausente,nao detectou
1232,ausente,nao detectou
1233,ausente,nao detectou
1234,ausente,nao detectou
1235,ausente,nao detectou
1236,ausente,nao detectou
1237,ausente,nao detectou
1238,ausente,nao detectou
1239,ausente,nao detectou
1240,ausente,nao detectou
1241,presente,detectou
1242,presente,detectou
1243,ausente,nao detectou
1244,ausente,nao detectou
1245,ausente,nao detectou
1246,ausente,nao detectou
1247,ausente,nao detectou
1248,ausente,nao detectou
1249,ausente,nao detectou
1250,ausente,nao detectou
1251,presente,nao detectou
1252,ausente,nao detectou
1253,ausente,nao detectou
1254,presente,detectou
1255,ausente,detectou
1256,ausente,nao detectou
1257,ausente,detectou
1258,presente,nao detectou
1259,ausente,nao detectou
1260,ausente,nao detectou
1261,ausente,nao detectou
1262,ausente,nao detectou
1263,ausente,nao detectou
1264,presente,nao detectou
1265,ausente,nao detectou
1266,ausente,nao detectou
1267,presente,detectou
1268,ausente,nao detectou
1269,ausente,nao detectou
1270,ausente,nao detectou
1271,ausente,nao detectou
1272,presente,detectou
1273,ausente,nao detectou
1274,ausente,nao detectou
1275,ausente,nao detectou
1276,presente,detectou
1277,ausente,nao detectou
1278,ausente,nao detectou
1279,ausente,detectou
1280,presente,detectou
1281,ausente,nao detectou
1282,ausente,nao detectou
1283,ausente,nao detectou
1284,ausente,nao detectou
1285,presente,nao detectou
1286,ausente,nao detectou
1287,presente,nao detectou
1288,presente,detectou
1289,ausente,nao detectou
1290,ausente,nao detectou
1291,ausente,nao detectou
1292,ausente,nao detectou
1293,ausente,nao detectou
1294,ausente,nao detectou
1295,ausente,detectou
1296,ausente,nao detectou
1297,ausente,nao detectou
1298,ausente,nao detectou
1299,ausente,nao detectou
1300,presente,detectou
1301,ausente,nao detectou
1302,ausente,nao detectou
1303,ausente,nao detectou
1304,ausente,nao detectou
1305,ausente,nao detectou
1306,ausente,nao detectou
1307,ausente,nao detectou
1308,ausente,nao detectou
1309,ausente,nao detectou
1310,ausente,nao detectou
1311,ausente,nao detectou
1312,ausente,nao detectou
1313,ausente,nao detectou
1314,ausente,nao detectou
1315,ausente,nao detectou
1316,ausente,nao detectou
1317,ausente,nao detectou
1318,presente,nao detectou
1319,presente,nao detectou
1320,ausente,nao detectou
1321,ausente,nao detectou
1322,presente,detectou
1323,ausente,nao detectou
1324,ausente,detectou
1325,ausente,nao detectou
1326,ausente,nao detectou
1327,ausente,nao detectou
1328,ausente,nao detectou
1329,ausente,nao detectou
1330,ausente,nao detectou
1331,presente,nao detectou
1332,ausente,nao detectou
1333,presente,nao detectou
1334,ausente,nao detectou
1335,presente,detectou
1336,ausente,nao detectou
1337,ausente,nao detectou
1338,ausente,nao detectou
1339,ausente,nao detectou
1340,ausente,nao detectou
1341,presente,detectou
1342,ausente,nao detectou
1343,presente,nao detectou
1344,ausente,detectou
1345,ausente,nao detectou
1346,ausente,nao detectou
1347,ausente,nao detectou
1348,ausente,detectou
1349,presente,detectou
1350,ausente,nao detectou
1351,ausente,nao detectou
1352,ausente,detectou
1353,ausente,nao detectou
1354,ausente,nao detectou
1355,ausente,detectou
1356,presente,nao detectou
1357,ausente,nao detectou
1358,ausente,nao detectou
1359,ausente,nao detectou
1360,ausente,nao detectou
1361,presente,detectou
1362,ausente,nao detectou
1363,ausente,nao detectou
1364,presente,detectou
1365,ausente,nao detectou
1366,ausente,nao detectou
1367,ausente,nao detectou
1368,ausente,detectou
1369,ausente,detectou
1370,presente,nao detectou
1371,presente,detectou
1372,ausente,nao detectou
1373,ausente,detectou
1374,ausente,nao detectou
1375,ausente,nao detectou
1376,ausente,detectou
1377,ausente,nao detectou
1378,ausente,detectou
1379,ausente,nao detectou
1380,presente,detectou
1381,ausente,nao detectou
1382,ausente,nao detectou
1383,ausente,detectou
1384,presente,nao detectou
1385,ausente,detectou
1386,ausente,nao detectou
1387,ausente,nao detectou
1388,ausente,detectou
1389,ausente,detectou
1390,presente,detectou
1391,ausente,nao detectou
1392,ausente,nao detectou
1393,ausente,nao detectou
1394,presente,nao detectou
1395,ausente,detectou
1396,ausente,detectou
1397,ausente,nao detectou
1398,ausente,nao detectou
1399,presente,nao detectou
1400,ausente,nao detectou
1401,ausente,nao detectou
1402,ausente,detectou
1403,ausente,nao detectou
1404,ausente,nao detectou
1405,ausente,nao detectou
1406,ausente,nao detectou
1407,ausente,nao detectou
1408,ausente,nao detectou
1409,ausente,nao detectou
1410,presente,nao detectou
1411,ausente,nao detectou
1412,ausente,nao detectou
1413,presente,nao detectou
1414,ausente,nao detectou
1415,ausente,detectou
1416,ausente,nao detectou
1417,ausente,nao detectou
1418,ausente,nao detectou
1419,presente,nao detectou
1420,presente,detectou
1421,ausente,nao detectou
1422,ausente,nao detectou
1423,ausente,nao detectou
1424,ausente,nao detectou
1425,presente,detectou
1426,ausente,nao detectou
1427,ausente,detectou
1428,ausente,nao detectou
1429,ausente,nao detectou
1430,ausente,nao detectou
1431,ausente,nao detectou
1432,ausente,nao detectou
1433,presente,detectou
1434,ausente,nao detectou
1435,presente,nao detectou
1436,ausente,nao detectou
1437,presente,detectou
1438,ausente,nao detectou
1439,ausente,nao detectou
1440,ausente,nao detectou
1441,ausente,nao detectou
1442,ausente,nao detectou
1443,ausente,detectou
1444,presente,nao detectou
1445,ausente,nao detectou
1446,ausente,nao detectou
1447,ausente,nao detectou
1448,ausente,nao detectou
1449,ausente,nao detectou
1450,ausente,nao detectou
1451,ausente,nao detectou
1452,presente,nao detectou
1453,ausente,nao detectou
1454,ausente,nao detectou
1455,ausente,detectou
1456,presente,detectou
1457,presente,detectou
1458,ausente,nao detectou
1459,ausente,nao detectou
1460,ausente,detectou
1461,ausente,nao detectou
1462,ausente,nao detectou
1463,ausente,nao detectou
1464,ausente,nao detectou
1465,ausente,nao detectou
1466,presente,nao detectou
1467,ausente,nao detectou
1468,ausente,nao detectou
1469,ausente,nao detectou
1470,ausente,nao detectou
1471,ausente,detectou
1472,ausente,detectou
1473,ausente,nao detectou
1474,ausente,detectou
1475,ausente,nao detectou
1476,presente,detectou
1477,ausente,nao detectou
1478,presente,detectou
1479,ausente,nao detectou
1480,ausente,nao detectou
1481,ausente,nao detectou
1482,ausente,nao detectou
1483,presente,nao detectou
1484,ausente,nao detectou
1485,ausente,detectou
1486,presente,nao detectou
1487,ausente,nao detectou
1488,ausente,nao detectou
1489,ausente,nao detectou
1490,ausente,nao detectou
1491,presente,detectou
1492,presente,detectou
1493,ausente,nao detectou
1494,ausente,nao detectou
1495,ausente,nao detectou
1496,ausente,detectou
1497,ausente,nao detectou
1498,presente,nao detectou
1499,ausente,nao detectou
1500,ausente,detectou
1501,ausente,nao detectou
1502,presente,detectou
1503,ausente,nao detectou
1504,ausente,nao detectou
1505,ausente,nao detectou
1506,ausente,nao detectou
1507,ausente,detectou
1508,presente,nao detectou
1509,presente,detectou
1510,ausente,nao detectou
1511,ausente,nao detectou
1512,ausente,nao detectou
1513,ausente,detectou
1514,ausente,nao detectou
1515,ausente,nao detectou
1516,ausente,nao detectou
1517,ausente,nao detectou
1518,ausente,nao detectou
1519,presente,detectou
1520,ausente,nao detectou
1521,ausente,nao detectou
1522,ausente,nao detectou
1523,ausente,nao detectou
1524,ausente,nao detectou
1525,ausente,nao detectou
1526,presente,detectou
1527,ausente,detectou
1528,ausente,nao detectou
1529,ausente,nao detectou
1530,ausente,nao detectou
1531,ausente,nao detectou
1532,ausente,nao detectou
1533,ausente,nao detectou
1534,ausente,nao detectou
1535,ausente,nao detectou
1536,ausente,nao detectou
1537,ausente,nao detectou
1538,presente,detectou
1539,ausente,nao detectou
1540,ausente,nao detectou
1541,ausente,nao detectou
1542,ausente,nao detectou
1543,presente,nao detectou
1544,ausente,nao detectou
1545,ausente,nao detectou
1546,presente,detectou
1547,presente,nao detectou
1548,ausente,detectou
1549,ausente,nao detectou
1550,ausente,nao detectou
1551,ausente,detectou
1552,ausente,nao detectou
1553,ausente,nao detectou
1554,ausente,nao detectou
1555,ausente,nao detectou
1556,ausente,nao detectou
1557,ausente,nao detectou
1558,ausente,detectou
1559,ausente,nao detectou
1560,presente,detectou
1561,ausente,nao detectou
1562,presente,nao detectou
1563,ausente,nao detectou
1564,ausente,nao detectou
1565,ausente,nao detectou
1566,ausente,nao detectou
1567,ausente,detectou
1568,ausente,nao detectou
1569,presente,nao detectou
1570,ausente,nao detectou
1571,ausente,nao detectou
1572,presente,detectou
1573,presente,detectou
1574,ausente,detectou
1575,presente,detectou
1576,ausente,nao detectou
1577,ausente,detectou
1578,ausente,nao detectou
1579,presente,detectou
1580,ausente,nao detectou
1581,ausente,nao detectou
1582,presente,detectou
1583,ausente,detectou
1584,ausente,nao detectou
1585,ausente,nao detectou
1586,ausente,detectou
1587,ausente,nao detectou
1588,ausente,nao detectou
1589,ausente,detectou
1590,ausente,nao detectou
1591,presente,nao detectou
1592,presente,detectou
1593,ausente,nao detectou
1594,ausente,nao detectou
1595,presente,detectou
1596,presente,detectou
1597,ausente,nao detectou
1598,ausente,nao detectou
1599,ausente,nao detectou
1600,presente,detectou
1601,ausente,detectou
1602,ausente,nao detectou
1603,ausente,nao detectou
1604,presente,detectou
1605,presente,nao detectou
1606,ausente,nao detectou
1607,ausente,detectou
1608,ausente,nao detectou
1609,ausente,nao detectou
1610,ausente,nao detectou
1611,ausente,nao detectou
1612,ausente,nao detectou
1613,ausente,nao detectou
1614,ausente,nao detectou
1615,ausente,nao detectou
1616,ausente,nao detectou
1617,presente,detectou
1618,ausente,nao detectou
1619,ausente,nao detectou
1620,ausente,nao detectou
1621,ausente,detectou
1622,ausente,nao detectou
1623,presente,nao detectou
1624,ausente,nao detectou
1625,ausente,detectou
1626,ausente,detectou
1627,ausente,detectou
1628,ausente,nao detectou
1629,ausente,nao detectou
1630,presente,detectou
1631,ausente,nao detectou
1632,ausente,nao detectou
1633,ausente,nao detectou
1634,ausente,nao detectou
1635,ausente,nao detectou
1636,ausente,nao detectou
1637,ausente,nao detectou
1638,presente,nao detectou
1639,ausente,nao detectou
1640,ausente,nao detectou
1641,ausente,nao detectou
1642,ausente,nao detectou
1643,ausente,nao detectou
1644,ausente,nao detectou
1645,ausente,nao detectou
1646,presente,detectou
1647,ausente,nao detectou
1648,ausente,nao detectou
1649,ausente,nao detectou
1650,ausente,detectou
1651,ausente,nao detectou
1652,ausente,nao detectou
1653,presente,nao detectou
1654,ausente,detectou
1655,presente,detectou
1656,ausente,nao detectou
1657,ausente,nao detectou
1658,presente,detectou
1659,presente,detectou
1660,ausente,nao detectou
1661,ausente,nao detectou
1662,ausente,nao detectou
1663,ausente,nao detectou
1664,ausente,detectou
1665,ausente,nao detectou
1666,ausente,nao detectou
1667,ausente,nao detectou
1668,ausente,nao detectou
1669,presente,detectou
1670,ausente,nao detectou
1671,ausente,detectou
1672,ausente,nao detectou
1673,presente,detectou
1674,ausente,nao detectou
1675,ausente,nao detectou
1676,ausente,nao detectou
1677,ausente,detectou
1678,ausente,nao detectou
1679,ausente,detectou
1680,ausente,nao detectou
1681,ausente,nao detectou
1682,ausente,nao detectou
1683,ausente,nao detectou
1684,ausente,detectou
1685,ausente,nao detectou
1686,presente,detectou
1687,ausente,nao detectou
1688,ausente,nao detectou
1689,presente,nao detectou
1690,presente,nao detectou
1691,presente,detectou
1692,presente,detectou
1693,ausente,nao detectou
1694,ausente,nao detectou
1695,ausente,nao detectou
1696,presente,detectou
1697,presente,nao detectou
1698,ausente,nao detectou
1699,presente,nao detectou
1700,ausente,nao detectou
1701,ausente,detectou
1702,ausente,nao detectou
1703,ausente,nao detectou
1704,presente,detectou
1705,presente,nao detectou
1706,ausente,nao detectou
1707,ausente,nao detectou
1708,ausente,detectou
1709,ausente,detectou
1710,presente,nao detectou
1711,ausente,nao detectou
1712,presente,detectou
1713,ausente,detectou
1714,ausente,detectou
1715,ausente,nao detectou
1716,presente,detectou
1717,ausente,nao detectou
1718,ausente,detectou
1719,presente,detectou
1720,ausente,nao detectou
1721,presente,detectou
1722,ausente,nao detectou
1723,ausente,nao detectou
1724,ausente,detectou
1725,ausente,nao detectou
1726,ausente,nao detectou
1727,presente,nao detectou
1728,ausente,nao detectou
1729,ausente,nao detectou
1730,ausente,nao detectou
1731,presente,detectou
1732,ausente,detectou
1733,ausente,nao detectou
1734,ausente,nao detectou
1735,ausente,detectou
1736,ausente,nao detectou
1737,ausente,nao detectou
1738,ausente,nao detectou
1739,presente,detectou
1740,ausente,nao detectou
1741,ausente,nao detectou
1742,ausente,detectou
1743,ausente,nao detectou
1744,ausente,nao detectou
1745,ausente,nao detectou
1746,ausente,nao detectou
1747,ausente,nao detectou
1748,ausente,nao detectou
1749,ausente,nao detectou
1750,ausente,nao detectou
1751,ausente,detectou
1752,ausente,nao detectou
1753,ausente,nao detectou
1754,ausente,nao detectou
1755,ausente,nao detectou
1756,ausente,nao detectou
1757,ausente,nao detectou
1758,presente,detectou
1759,ausente,nao detectou
1760,ausente,nao detectou
1761,ausente,detectou
1762,presente,detectou
1763,ausente,nao detectou
1764,ausente,detectou
1765,presente,detectou
1766,ausente,nao detectou
1767,ausente,nao detectou
1768,ausente,nao detectou
1769,ausente,nao detectou
1770,ausente,nao detectou
1771,ausente,nao detectou
1772,presente,nao detectou
1773,ausente,nao detectou
1774,ausente,nao detectou
1775,presente,detectou
1776,presente,detectou
1777,ausente,detectou
1778,ausente,detectou
1779,ausente,nao detectou
1780,presente,detectou
1781,ausente,nao detectou
1782,presente,nao detectou
1783,presente,detectou
1784,ausente,nao detectou
1785,ausente,nao detectou
1786,ausente,nao detectou
1787,ausente,nao detectou
1788,ausente,detectou
1789,ausente,nao detectou
1790,ausente,nao detectou
1791,ausente,nao detectou
1792,ausente,nao detectou
1793,ausente,nao detectou
1794,presente,detectou
1795,presente,detectou
1796,ausente,nao detectou
1797,ausente,nao detectou
1798,ausente,nao detectou
1799,ausente,nao detectou
1800,presente,nao detectou
1801,ausente,nao detectou
1802,ausente,nao detectou
1803,ausente,nao detectou
1804,ausente,nao detectou
1805,ausente,nao detectou
1806,ausente,nao detectou
1807,ausente,nao detectou
1808,ausente,nao detectou
1809,ausente,nao detectou
1810,presente,nao detectou
1811,presente,nao detectou
1812,ausente,nao detectou
1813,ausente,nao detectou
1814,ausente,nao detectou
1815,ausente,nao detectou
1816,ausente,nao detectou
1817,ausente,nao detectou
1818,ausente,nao detectou
1819,presente,detectou
1820,presente,detectou
1821,ausente,detectou
1822,ausente,detectou
1823,ausente,nao detectou
1824,ausente,detectou
1825,ausente,detectou
1826,ausente,nao detectou
1827,ausente,nao detectou
